,imageName,labelName,classNum
540,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-10h19m_0000552.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-10h19m_0000552.txt,2
541,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-10h19m_0000552.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-10h19m_0000552.txt,2
542,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-10h19m_0000600.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-10h19m_0000600.txt,2
543,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-10h19m_0000600.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-10h19m_0000600.txt,2
544,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-10h19m_0001128.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-10h19m_0001128.txt,2
545,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-10h19m_0001128.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-10h19m_0001128.txt,3
546,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-10h19m_0001128.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-10h19m_0001128.txt,2
547,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h00m_0000168.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h00m_0000168.txt,2
548,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h00m_0000720.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h00m_0000720.txt,2
549,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h00m_0000720.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h00m_0000720.txt,2
550,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h00m_0001488.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h00m_0001488.txt,2
551,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h00m_0001704.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h00m_0001704.txt,2
552,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h00m_0002544.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h00m_0002544.txt,2
553,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h00m_0002544.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h00m_0002544.txt,2
554,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h00m_0002544.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h00m_0002544.txt,2
555,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h00m_0003192.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h00m_0003192.txt,2
556,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h00m_0003192.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h00m_0003192.txt,3
557,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h00m_0005184.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h00m_0005184.txt,2
558,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h00m_0005640.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h00m_0005640.txt,2
559,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h25m_0001080.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h25m_0001080.txt,3
560,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h25m_0001080.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h25m_0001080.txt,2
561,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h25m_0001080.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h25m_0001080.txt,2
562,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h25m_0001608.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h25m_0001608.txt,2
563,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h25m_0001608.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h25m_0001608.txt,2
564,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h25m_0004080.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h25m_0004080.txt,2
565,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h25m_0004680.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h25m_0004680.txt,3
566,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h25m_0004680.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h25m_0004680.txt,2
567,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h25m_0004968.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h25m_0004968.txt,2
568,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h25m_0004968.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h25m_0004968.txt,3
569,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h25m_0004968.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h25m_0004968.txt,2
570,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-30m-11h25m_0005376.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-30m-11h25m_0005376.txt,2
571,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0001320.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0001320.txt,2
572,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0001320.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0001320.txt,3
573,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0001320.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0001320.txt,2
574,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0001320.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0001320.txt,3
575,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0001320.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0001320.txt,2
576,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0001416.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0001416.txt,2
577,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0001416.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0001416.txt,3
578,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0001416.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0001416.txt,2
579,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0003144.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0003144.txt,2
580,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0003144.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0003144.txt,2
581,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0003816.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0003816.txt,2
582,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0003816.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0003816.txt,3
583,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0003816.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0003816.txt,0
584,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0003816.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0003816.txt,0
585,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0004320.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0004320.txt,2
586,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0004320.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0004320.txt,2
587,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0004320.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0004320.txt,3
588,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0004320.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0004320.txt,2
589,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0004320.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0004320.txt,3
590,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0004728.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0004728.txt,2
591,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0004728.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0004728.txt,2
592,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0004728.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0004728.txt,3
593,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0004896.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0004896.txt,2
594,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0004896.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0004896.txt,2
595,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0004896.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0004896.txt,3
596,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0005064.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0005064.txt,2
597,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0005064.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0005064.txt,3
598,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0005064.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0005064.txt,3
599,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0005064.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0005064.txt,2
600,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0005064.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0005064.txt,2
601,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0005064.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0005064.txt,2
602,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0005760.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0005760.txt,2
603,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h37m_0005760.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h37m_0005760.txt,2
604,C:\dataset\drone\train\images\Ahn-20210102-Sun-90-40m-09h59m_0001128.jpg,C:\dataset\drone\train\labels\Ahn-20210102-Sun-90-40m-09h59m_0001128.txt,2
605,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-10h31m_0000624.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-10h31m_0000624.txt,1
606,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-10h31m_0000624.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-10h31m_0000624.txt,0
607,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-10h31m_0000624.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-10h31m_0000624.txt,0
608,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-10h31m_0001920.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-10h31m_0001920.txt,0
609,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-10h31m_0001920.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-10h31m_0001920.txt,2
610,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-10h31m_0002184.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-10h31m_0002184.txt,2
611,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-10h31m_0002184.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-10h31m_0002184.txt,2
612,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-10h31m_0002184.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-10h31m_0002184.txt,0
613,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-10h31m_0002616.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-10h31m_0002616.txt,0
614,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-10h31m_0002616.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-10h31m_0002616.txt,2
615,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-10h31m_0003696.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-10h31m_0003696.txt,2
616,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-10h31m_0003696.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-10h31m_0003696.txt,2
617,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-10h31m_0003984.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-10h31m_0003984.txt,2
618,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-10h31m_0003984.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-10h31m_0003984.txt,0
619,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-11h22m_0000792.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-11h22m_0000792.txt,2
620,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-11h22m_0000792.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-11h22m_0000792.txt,2
621,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-11h22m_0001608.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-11h22m_0001608.txt,2
622,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-11h22m_0001608.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-11h22m_0001608.txt,3
623,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-11h22m_0001608.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-11h22m_0001608.txt,3
624,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-11h22m_0001608.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-11h22m_0001608.txt,2
625,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-11h22m_0003240.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-11h22m_0003240.txt,0
626,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-11h22m_0003240.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-11h22m_0003240.txt,2
627,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-11h22m_0004008.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-11h22m_0004008.txt,0
628,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-11h22m_0004008.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-11h22m_0004008.txt,0
629,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-11h22m_0004008.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-11h22m_0004008.txt,2
630,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-11h22m_0004392.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-11h22m_0004392.txt,2
631,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-11h22m_0005496.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-11h22m_0005496.txt,2
632,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-11h47m_0000792.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-11h47m_0000792.txt,0
633,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-11h47m_0000792.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-11h47m_0000792.txt,2
634,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-11h47m_0000792.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-11h47m_0000792.txt,0
635,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-13h20m_0000216.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-13h20m_0000216.txt,2
636,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-13h20m_0000288.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-13h20m_0000288.txt,2
637,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-30m-13h20m_0000288.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-30m-13h20m_0000288.txt,2
638,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-50m-13h25m_0000240.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-50m-13h25m_0000240.txt,2
639,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-50m-13h25m_0000240.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-50m-13h25m_0000240.txt,2
640,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-50m-13h25m_0000240.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-50m-13h25m_0000240.txt,0
641,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-50m-13h25m_0000240.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-50m-13h25m_0000240.txt,0
642,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-50m-13h25m_0000240.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-50m-13h25m_0000240.txt,0
643,C:\dataset\drone\train\images\Ahn-20210110-Sun-90-50m-13h25m_0000240.jpg,C:\dataset\drone\train\labels\Ahn-20210110-Sun-90-50m-13h25m_0000240.txt,2
644,C:\dataset\drone\train\images\DJI_0013_00003.jpg,C:\dataset\drone\train\labels\DJI_0013_00003.txt,1
645,C:\dataset\drone\train\images\DJI_0013_00003.jpg,C:\dataset\drone\train\labels\DJI_0013_00003.txt,1
646,C:\dataset\drone\train\images\DJI_0013_00003.jpg,C:\dataset\drone\train\labels\DJI_0013_00003.txt,1
647,C:\dataset\drone\train\images\DJI_0013_00003.jpg,C:\dataset\drone\train\labels\DJI_0013_00003.txt,0
648,C:\dataset\drone\train\images\DJI_0013_00003.jpg,C:\dataset\drone\train\labels\DJI_0013_00003.txt,0
649,C:\dataset\drone\train\images\DJI_0013_00003.jpg,C:\dataset\drone\train\labels\DJI_0013_00003.txt,0
650,C:\dataset\drone\train\images\DJI_0013_00003.jpg,C:\dataset\drone\train\labels\DJI_0013_00003.txt,0
651,C:\dataset\drone\train\images\DJI_0013_00003.jpg,C:\dataset\drone\train\labels\DJI_0013_00003.txt,0
652,C:\dataset\drone\train\images\DJI_0013_00003.jpg,C:\dataset\drone\train\labels\DJI_0013_00003.txt,0
653,C:\dataset\drone\train\images\DJI_0013_00003.jpg,C:\dataset\drone\train\labels\DJI_0013_00003.txt,1
654,C:\dataset\drone\train\images\DJI_0013_00003.jpg,C:\dataset\drone\train\labels\DJI_0013_00003.txt,1
655,C:\dataset\drone\train\images\DJI_0013_00004.jpg,C:\dataset\drone\train\labels\DJI_0013_00004.txt,1
656,C:\dataset\drone\train\images\DJI_0013_00004.jpg,C:\dataset\drone\train\labels\DJI_0013_00004.txt,1
657,C:\dataset\drone\train\images\DJI_0013_00004.jpg,C:\dataset\drone\train\labels\DJI_0013_00004.txt,1
658,C:\dataset\drone\train\images\DJI_0013_00004.jpg,C:\dataset\drone\train\labels\DJI_0013_00004.txt,1
659,C:\dataset\drone\train\images\DJI_0013_00004.jpg,C:\dataset\drone\train\labels\DJI_0013_00004.txt,1
660,C:\dataset\drone\train\images\DJI_0013_00004.jpg,C:\dataset\drone\train\labels\DJI_0013_00004.txt,0
661,C:\dataset\drone\train\images\DJI_0013_00004.jpg,C:\dataset\drone\train\labels\DJI_0013_00004.txt,0
662,C:\dataset\drone\train\images\DJI_0013_00004.jpg,C:\dataset\drone\train\labels\DJI_0013_00004.txt,0
663,C:\dataset\drone\train\images\DJI_0013_00004.jpg,C:\dataset\drone\train\labels\DJI_0013_00004.txt,0
664,C:\dataset\drone\train\images\DJI_0013_00004.jpg,C:\dataset\drone\train\labels\DJI_0013_00004.txt,0
665,C:\dataset\drone\train\images\DJI_0013_00004.jpg,C:\dataset\drone\train\labels\DJI_0013_00004.txt,0
666,C:\dataset\drone\train\images\DJI_0013_00005.jpg,C:\dataset\drone\train\labels\DJI_0013_00005.txt,0
667,C:\dataset\drone\train\images\DJI_0013_00005.jpg,C:\dataset\drone\train\labels\DJI_0013_00005.txt,0
668,C:\dataset\drone\train\images\DJI_0013_00005.jpg,C:\dataset\drone\train\labels\DJI_0013_00005.txt,1
669,C:\dataset\drone\train\images\DJI_0013_00005.jpg,C:\dataset\drone\train\labels\DJI_0013_00005.txt,1
670,C:\dataset\drone\train\images\DJI_0013_00005.jpg,C:\dataset\drone\train\labels\DJI_0013_00005.txt,1
671,C:\dataset\drone\train\images\DJI_0013_00005.jpg,C:\dataset\drone\train\labels\DJI_0013_00005.txt,0
672,C:\dataset\drone\train\images\DJI_0013_00005.jpg,C:\dataset\drone\train\labels\DJI_0013_00005.txt,0
673,C:\dataset\drone\train\images\DJI_0013_00005.jpg,C:\dataset\drone\train\labels\DJI_0013_00005.txt,0
674,C:\dataset\drone\train\images\DJI_0013_00005.jpg,C:\dataset\drone\train\labels\DJI_0013_00005.txt,1
675,C:\dataset\drone\train\images\DJI_0013_00005.jpg,C:\dataset\drone\train\labels\DJI_0013_00005.txt,1
676,C:\dataset\drone\train\images\DJI_0013_00005.jpg,C:\dataset\drone\train\labels\DJI_0013_00005.txt,0
677,C:\dataset\drone\train\images\DJI_0013_00006.jpg,C:\dataset\drone\train\labels\DJI_0013_00006.txt,0
678,C:\dataset\drone\train\images\DJI_0013_00006.jpg,C:\dataset\drone\train\labels\DJI_0013_00006.txt,1
679,C:\dataset\drone\train\images\DJI_0013_00006.jpg,C:\dataset\drone\train\labels\DJI_0013_00006.txt,0
680,C:\dataset\drone\train\images\DJI_0013_00006.jpg,C:\dataset\drone\train\labels\DJI_0013_00006.txt,0
681,C:\dataset\drone\train\images\DJI_0013_00006.jpg,C:\dataset\drone\train\labels\DJI_0013_00006.txt,1
682,C:\dataset\drone\train\images\DJI_0013_00006.jpg,C:\dataset\drone\train\labels\DJI_0013_00006.txt,1
683,C:\dataset\drone\train\images\DJI_0013_00006.jpg,C:\dataset\drone\train\labels\DJI_0013_00006.txt,1
684,C:\dataset\drone\train\images\DJI_0013_00006.jpg,C:\dataset\drone\train\labels\DJI_0013_00006.txt,1
685,C:\dataset\drone\train\images\DJI_0013_00006.jpg,C:\dataset\drone\train\labels\DJI_0013_00006.txt,0
686,C:\dataset\drone\train\images\DJI_0013_00006.jpg,C:\dataset\drone\train\labels\DJI_0013_00006.txt,0
687,C:\dataset\drone\train\images\DJI_0013_00006.jpg,C:\dataset\drone\train\labels\DJI_0013_00006.txt,0
688,C:\dataset\drone\train\images\DJI_0013_00007.jpg,C:\dataset\drone\train\labels\DJI_0013_00007.txt,1
689,C:\dataset\drone\train\images\DJI_0013_00007.jpg,C:\dataset\drone\train\labels\DJI_0013_00007.txt,1
690,C:\dataset\drone\train\images\DJI_0013_00007.jpg,C:\dataset\drone\train\labels\DJI_0013_00007.txt,1
691,C:\dataset\drone\train\images\DJI_0013_00007.jpg,C:\dataset\drone\train\labels\DJI_0013_00007.txt,0
692,C:\dataset\drone\train\images\DJI_0013_00007.jpg,C:\dataset\drone\train\labels\DJI_0013_00007.txt,0
693,C:\dataset\drone\train\images\DJI_0013_00007.jpg,C:\dataset\drone\train\labels\DJI_0013_00007.txt,0
694,C:\dataset\drone\train\images\DJI_0013_00007.jpg,C:\dataset\drone\train\labels\DJI_0013_00007.txt,0
695,C:\dataset\drone\train\images\DJI_0013_00007.jpg,C:\dataset\drone\train\labels\DJI_0013_00007.txt,0
696,C:\dataset\drone\train\images\DJI_0013_00007.jpg,C:\dataset\drone\train\labels\DJI_0013_00007.txt,0
697,C:\dataset\drone\train\images\DJI_0013_00007.jpg,C:\dataset\drone\train\labels\DJI_0013_00007.txt,1
698,C:\dataset\drone\train\images\DJI_0013_00007.jpg,C:\dataset\drone\train\labels\DJI_0013_00007.txt,1
699,C:\dataset\drone\train\images\DJI_0013_00008.jpg,C:\dataset\drone\train\labels\DJI_0013_00008.txt,0
700,C:\dataset\drone\train\images\DJI_0013_00008.jpg,C:\dataset\drone\train\labels\DJI_0013_00008.txt,0
701,C:\dataset\drone\train\images\DJI_0013_00008.jpg,C:\dataset\drone\train\labels\DJI_0013_00008.txt,1
702,C:\dataset\drone\train\images\DJI_0013_00008.jpg,C:\dataset\drone\train\labels\DJI_0013_00008.txt,1
703,C:\dataset\drone\train\images\DJI_0013_00008.jpg,C:\dataset\drone\train\labels\DJI_0013_00008.txt,1
704,C:\dataset\drone\train\images\DJI_0013_00008.jpg,C:\dataset\drone\train\labels\DJI_0013_00008.txt,1
705,C:\dataset\drone\train\images\DJI_0013_00008.jpg,C:\dataset\drone\train\labels\DJI_0013_00008.txt,1
706,C:\dataset\drone\train\images\DJI_0013_00008.jpg,C:\dataset\drone\train\labels\DJI_0013_00008.txt,0
707,C:\dataset\drone\train\images\DJI_0013_00008.jpg,C:\dataset\drone\train\labels\DJI_0013_00008.txt,0
708,C:\dataset\drone\train\images\DJI_0013_00008.jpg,C:\dataset\drone\train\labels\DJI_0013_00008.txt,0
709,C:\dataset\drone\train\images\DJI_0013_00008.jpg,C:\dataset\drone\train\labels\DJI_0013_00008.txt,0
710,C:\dataset\drone\train\images\DJI_0013_00009.jpg,C:\dataset\drone\train\labels\DJI_0013_00009.txt,1
711,C:\dataset\drone\train\images\DJI_0013_00009.jpg,C:\dataset\drone\train\labels\DJI_0013_00009.txt,0
712,C:\dataset\drone\train\images\DJI_0013_00009.jpg,C:\dataset\drone\train\labels\DJI_0013_00009.txt,0
713,C:\dataset\drone\train\images\DJI_0013_00009.jpg,C:\dataset\drone\train\labels\DJI_0013_00009.txt,0
